0,1,2,3,4,5,6
776200,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
776300,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
776400,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
776500,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
776600,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
776700,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
776800,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
776900,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
777000,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
777100,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
777200,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
777300,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
777400,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
777500,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
777600,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
777700,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
777800,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
777900,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
778000,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
778100,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
778200,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
778300,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
778400,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
778500,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
778600,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
778700,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
778800,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
778900,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
779000,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
779100,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
779200,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
779300,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
779400,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
779500,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
779600,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
779700,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
779800,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
779900,775000-779999,770000-779999,750000-779999,720000-779999,720000-839999,*
780000,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
780100,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
780200,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
780300,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
780400,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
780500,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
780600,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
780700,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
780800,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
780900,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
781000,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
781100,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
781200,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
781300,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
781400,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
781500,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
781600,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
781700,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
781800,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
781900,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
782000,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
782100,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
782200,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
782300,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
782400,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
782500,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
782600,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
782700,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
782800,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
782900,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
783000,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
783100,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
783200,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
783300,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
783400,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
783500,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
783600,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
783700,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
783800,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
783900,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
784000,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
784100,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
784200,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
784300,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
784400,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
784500,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
784600,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
784700,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
784800,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
784900,780000-784999,780000-789999,780000-809999,780000-839999,720000-839999,*
785000,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
785100,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
785200,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
785300,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
785400,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
785500,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
785600,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
785700,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
785800,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
785900,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
786000,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
786100,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
786200,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
786300,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
786400,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
786500,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
786600,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
786700,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
786800,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
786900,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
787000,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
787100,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
787200,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
787300,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
787400,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
787500,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
787600,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
787700,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
787800,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
787900,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
788000,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
788100,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
788200,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
788300,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
788400,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
788500,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
788600,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
788700,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
788800,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
788900,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
789000,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
789100,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
789200,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
789300,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
789400,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
789500,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
789600,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
789700,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
789800,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
789900,785000-789999,780000-789999,780000-809999,780000-839999,720000-839999,*
790000,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
790100,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
790200,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
790300,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
790400,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
790500,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
790600,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
790700,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
790800,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
790900,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
791000,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
791100,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
791200,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
791300,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
791400,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
791500,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
791600,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
791700,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
791800,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
791900,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
792000,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
792100,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
792200,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
792300,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
792400,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
792500,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
792600,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
792700,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
792800,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
792900,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
793000,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
793100,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
793200,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
793300,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
793400,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
793500,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
793600,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
793700,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
793800,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
793900,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
794000,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
794100,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
794200,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
794300,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
794400,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
794500,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
794600,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
794700,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
794800,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
794900,790000-794999,790000-799999,780000-809999,780000-839999,720000-839999,*
795000,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
795100,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
795200,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
795300,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
795400,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
795500,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
795600,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
795700,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
795800,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
795900,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
796000,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
796100,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
796200,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
796300,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
796400,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
796500,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
796600,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
796700,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
796800,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
796900,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
797000,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
797100,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
797200,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
797300,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
797400,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
797500,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
797600,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
797700,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
797800,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
797900,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
798000,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
798100,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
798200,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
798300,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
798400,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
798500,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
798600,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
798700,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
798800,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
798900,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
799000,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
799100,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
799200,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
799300,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
799400,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
799500,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
799600,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
799700,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
799800,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
799900,795000-799999,790000-799999,780000-809999,780000-839999,720000-839999,*
800000,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
800100,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
800200,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
800300,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
800400,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
800500,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
800600,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
800700,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
800800,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
800900,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
801000,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
801100,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
801200,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
801300,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
801400,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
801500,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
801600,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
801700,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
801800,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
801900,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
802000,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
802100,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
802200,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
802300,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
802400,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
802500,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
802600,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
802700,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
802800,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
802900,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
803000,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
803100,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
803200,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
803300,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
803400,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
803500,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
803600,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
803700,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
803800,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
803900,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
804000,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
804100,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
804200,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
804300,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
804400,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
804500,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
804600,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
804700,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
804800,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
804900,800000-804999,800000-809999,780000-809999,780000-839999,720000-839999,*
805000,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
805100,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
805200,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
805300,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
805400,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
805500,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
805600,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
805700,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
805800,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
805900,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
806000,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
806100,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
806200,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
806300,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
806400,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
806500,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
806600,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
806700,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
806800,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
806900,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
807000,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
807100,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
807200,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
807300,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
807400,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
807500,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
807600,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
807700,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
807800,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
807900,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
808000,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
808100,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
808200,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
808300,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
808400,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
808500,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
808600,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
808700,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
808800,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
808900,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
809000,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
809100,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
809200,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
809300,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
809400,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
809500,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
809600,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
809700,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
809800,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
809900,805000-809999,800000-809999,780000-809999,780000-839999,720000-839999,*
810000,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
810100,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
810200,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
810300,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
810400,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
810500,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
810600,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
810700,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
810800,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
810900,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
811000,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
811100,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
811200,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
811300,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
811400,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
811500,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
811600,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
811700,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
811800,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
811900,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
812000,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
812100,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
812200,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
812300,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
812400,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
812500,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
812600,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
812700,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
812800,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
812900,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
813000,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
813100,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
813200,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
813300,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
813400,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
813500,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
813600,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
813700,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
813800,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
813900,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
814000,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
814100,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
814200,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
814300,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
814400,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
814500,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
814600,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
814700,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
814800,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
814900,810000-814999,810000-819999,810000-839999,780000-839999,720000-839999,*
815000,815000-819999,810000-819999,810000-839999,780000-839999,720000-839999,*
815100,815000-819999,810000-819999,810000-839999,780000-839999,720000-839999,*
815200,815000-819999,810000-819999,810000-839999,780000-839999,720000-839999,*
815300,815000-819999,810000-819999,810000-839999,780000-839999,720000-839999,*
815400,815000-819999,810000-819999,810000-839999,780000-839999,720000-839999,*
815500,815000-819999,810000-819999,810000-839999,780000-839999,720000-839999,*
815600,815000-819999,810000-819999,810000-839999,780000-839999,720000-839999,*
815700,815000-819999,810000-819999,810000-839999,780000-839999,720000-839999,*
815800,815000-819999,810000-819999,810000-839999,780000-839999,720000-839999,*
815900,815000-819999,810000-819999,810000-839999,780000-839999,720000-839999,*
816000,815000-819999,810000-819999,810000-839999,780000-839999,720000-839999,*
